,Name,Model_Projection_Fantasy_Points,Actual_Fantasy_Points,ADP
10231,Josh Hader,5.7974579838911335,515.2,53.4
10232,Burch Smith,5.686716860449204,-14.899999999999999,
10233,Matt Bush,5.630534815795356,68.1,628.5
10234,Adam Conley,5.598826879451034,3.1999999999999993,
10235,Jesus Tinoco,5.573727073271042,0.1999999999999993,
10236,Jake Newberry,5.557942742388365,-18.9,
10237,James Norwood,5.518572511771184,-32.0,
10238,Casey Sadler,5.482116318007817,68.2,
10239,Hector Santiago,5.378540118915881,-0.8999999999999986,
10240,Corey Oswalt,5.367419118560006,-2.0,
10241,Kolby Allard,5.361890352819218,-30.0,
10242,Chi Chi Gonzalez,5.311943304835639,-22.0,
10243,Sam Coonrod,5.2583235856095545,-14.900000000000006,
10244,Joakim Soria,5.2513960129125525,35.2,
10245,Drew Carlton,5.204356117699115,-1.9000000000000004,
10246,Josh Taylor,5.1330324404135705,23.0,
10439,Nick Tropeano,5.121635664135669,10.200000000000003,
10440,Joely Rodriguez,5.098459369541066,19.099999999999994,
10441,Jimmy Cordero,5.065034896943329,-19.799999999999997,
10442,Rowan Wick,5.058593463827366,57.099999999999994,713.0
10443,Grant Dayton,5.009056391904375,3.1000000000000014,
10444,Mike Wright Jr.,4.958993321027842,-25.0,
10445,Chase Anderson,4.941977649888473,-33.8,
10446,Stefan Crichton,4.8720616831933246,2.0999999999999943,
10447,Franklyn Kilome,4.861287905946126,-24.9,
10448,Cal Quantrill,4.853545188036902,10.0,278.6
10641,Daulton Jefferies,4.797332170881509,-1.0,
10642,Cy Sneed,4.744058520144572,-17.9,
10643,Jhoan Duran,4.674126960741555,130.2,154.8
10644,Luke Weaver,4.644856036740718,-24.0,
10645,Edgar Garcia,4.639708742814298,-44.0,
10646,Austin Brice,4.476110999779909,-26.0,
10647,Cesar Valdez,4.466741088513556,13.099999999999994,
10648,Jimmy Yacabonis,4.461906788509852,-21.0,
10649,Andre Scrubb,4.457243257701149,5.100000000000001,
10650,Colin Rea,4.443083713261714,3.1999999999999993,
10651,Brandon Brennan,4.402991492427704,-4.9,
10652,Yency Almonte,4.389656018860631,-2.799999999999997,750.5
10653,Mauricio Llovera,4.359840264690856,-28.0,
10654,Dovydas Neverauskas,4.2509057483275985,-28.0,
10655,Sean Hjelle,4.238158403717138,-23.0,
10656,Andrew Vasquez,4.229439924591015,-3.9000000000000004,
10657,Garrett Hill,4.1678685903526755,-2.8000000000000007,
10658,Cody Poteet,4.160272333413941,-0.8999999999999986,
10659,Sean Doolittle,4.121260964497447,-0.7999999999999972,
10660,JoJo Romero,4.113617135779792,-22.0,
10661,Cory Abbott,3.9792808734791265,-18.9,
10662,Kyle McGowin,3.8007570912107695,12.0,
10663,Ryan Tepera,3.755046102618895,144.1,685.5
10856,Ryne Stanek,3.6351788218907455,116.0,687.0
10857,Aaron Slegers,3.557943639842275,-44.0,
10858,Chad Smith,3.514926021581884,-25.0,
10859,Daniel Mengden,3.5130956251891234,3.1999999999999993,
10860,Nivaldo Rodriguez,3.466305562883038,-23.0,
11053,Luis Perdomo,3.4306743817704586,-1.0,
11054,Huascar Ynoa,3.4306743817704586,-1.0,685.5
11055,Yunior Marte,3.4297100876909568,-37.0,
11056,Kervin Castro,3.420828376027508,-19.8,
11057,Adrian Sampson,3.380073403370364,6.0,608.0
11058,Pedro Baez,3.355459735402551,17.200000000000003,
11059,Bailey Falter,3.3271732537838368,-11.0,443.5
11060,Ryan Meisinger,3.2811445215917754,-23.0,
11061,Adonis Medina,3.2505918407798617,-29.8,
11062,Ross Stripling,3.099328953220949,-16.0,274.4
11063,Jacob Lemoine,2.9620945362649653,-23.9,
11064,Ronald Bolanos,2.888697438336237,-14.8,
11065,David Bednar,2.8721816785791656,207.2,140.8
11066,Ian Krol,2.8653395506612664,-12.8,
11067,Tyler Wells,2.8600595791077925,34.0,491.0
11068,Tarik Skubal,2.7580485916777757,-4.800000000000001,386.6
11069,Nik Turley,2.489908366958634,-7.800000000000001,
11070,Tanner Rainey,2.4767489364882778,94.0,
11071,Jeremy Beasley,2.396050823359227,-17.8,
11072,Nestor Cortes,2.3114579470688117,5.0,
11073,Eric Stout,2.3036442309290113,-18.9,
11074,Marcus Walden,2.2734730581419704,-31.9,
11075,Ian Gibaut,2.236447441049286,-18.0,
11076,Dakota Bacus,2.2337233123167213,-20.9,
11077,Francisco Perez,2.191562491701731,-23.9,
11078,Amir Garrett,2.109892417754791,44.099999999999994,690.5
11079,Andrew Chafin,2.076780955617041,168.2,526.0
11080,Caleb Smith,2.0498195826748997,14.199999999999989,
11081,Nick Goody,2.047591226682158,-23.0,
11082,Ty Blach,2.026363610495306,-34.9,
11083,Ljay Newsome,2.022495326366206,4.199999999999999,
11084,Scott Effross,1.998874695973706,83.0,930.5
11085,Demarcus Evans,1.8489659920667982,-11.899999999999999,
11086,Justin Miller,1.6674506180458142,-11.0,
11087,Austin Davis,1.614910771798991,-76.8,
11088,Beau Sulser,1.6044726080720757,-10.899999999999999,
11089,Andres Munoz,1.5709219180303844,116.19999999999999,170.8
11090,Spenser Watkins,1.566247575035284,-54.0,
11091,Josh Lindblom,1.527131474889078,-34.8,
11092,Riley Smith,1.5127850677390384,-17.799999999999997,
11093,Angel De Jesus,1.454868310759931,-1.8000000000000007,
11094,Edwin Uceta,1.428336341590862,-28.9,
11095,Tayler Scott,1.2770914682585772,-20.0,
11096,Jace Fry,1.234978263573172,-25.9,
11097,Yennsy Diaz,1.166766558559308,-26.0,
11098,Carlos Hernandez,1.0401898654621426,-24.0,906.0
11099,Jairo Diaz,1.0264177089838746,-21.0,
11100,Humberto Castellanos,0.9449382664494408,-22.9,
11101,Keegan Akin,0.9221175131500416,13.200000000000003,760.0
11102,Conner Greene,0.9200112002959138,-42.9,
11103,Garrett Richards,0.7983897727127385,9.0,
11104,Tyler Kinley,0.6507754499279184,32.0,
11105,Hansel Robles,0.46979472192443517,31.099999999999994,
11106,Kyle Keller,0.45836692458973616,-37.8,
11107,Luis Avilan,0.41800920896758065,-22.9,
11108,Gabe Klobosits,0.402610343549906,-10.899999999999999,
11109,Dylan Covey,0.22865329260897305,-15.0,
11110,Cam Bedrosian,0.22010851884764904,-23.9,
11111,Martin Perez,0.2128007292925762,-7.0,288.4
11112,Kyle Cody,0.09009381796170857,-13.8,
11113,Jeff Brigham,0.055324596042607865,6.0,
11114,Thomas Szapucki,-0.040122526955382654,-4.899999999999999,
11115,Sal Romano,-0.07265467752259624,-33.9,
11116,Drew Anderson,-0.21383912749703882,-11.899999999999999,
11117,Wilmer Font,-0.3340443096229766,-43.9,
11118,Ronny Henriquez,-0.5192786934850222,-0.8000000000000007,
11119,Phoenix Sanders,-0.5195796279388443,1.1999999999999993,
11120,Brady Lail,-0.5338722087361454,-17.9,
11313,Jackson Kowar,-0.5756333754395424,-39.8,
11314,Jared Koenig,-0.6661213862820912,-8.0,
11315,Dereck Rodriguez,-0.782688825611725,-26.8,
11316,Tyler Thornburg,-0.7913039689376333,-10.0,
11509,Antonio Santos,-0.859416384718152,-20.8,
11510,Ramon Rosso,-1.0122877858924273,-14.9,
11511,Jake Faria,-1.226765863579189,-18.8,
11512,Logan Gillaspie,-1.2547022717473393,-8.899999999999999,
11513,Jason Alexander,-1.4613665803955982,-23.8,
11514,James Kaprielian,-1.5664288053690125,-11.8,496.0
11515,Tyler Cyr,-1.5664288053690125,-11.8,
11516,Joe Kelly,-1.6015465338533712,77.0,
11517,Jordan Sheffield,-1.6033606986848543,0.10000000000000142,
11518,Alex Claudio,-1.6496648176770776,-22.0,
11519,Duane Underwood Jr.,-1.6877259445769504,-58.80000000000001,"1,046.0"
11520,Jake Jewell,-1.7381189007270716,-29.0,
11521,Victor Arano,-1.8319018892247776,-1.0,
11714,Corbin Martin,-2.0692042999766276,-23.0,
11715,Yoan Lopez,-2.0783909045816316,-47.0,
11908,Kirby Snead,-2.2720124812563114,-46.9,
11909,Carson Fulmer,-2.2912241442970274,-32.0,
11910,Mark Appel,-2.344338538565724,-0.9000000000000004,
11911,Sam Selman,-2.363861137719132,-19.799999999999997,
11912,Anthony Castro,-2.3861152759977795,-30.0,
11913,Yerry De Los Santos,-2.4162005338641475,0.1999999999999993,
11914,Shawn Morimando,-2.5232780716061978,-25.9,
11915,Alex Lange,-2.8579703977721564,80.0,267.0
11916,Erik Swanson,-2.8579703977721564,80.0,448.4
11917,Brad Keller,-2.896126045832837,-17.9,773.5
11918,Josh Winder,-3.053390124368379,-22.0,620.0
11919,Jacob Waguespack,-3.1740936109812843,-34.8,
11920,Jovani Moran,-3.295291395877971,26.200000000000003,837.0
11921,Robert Stephenson,-3.467731669915196,-16.0,
11922,Andrew Heaney,-3.617228310207828,-19.8,213.8
11923,Zac Lowther,-3.6561971196555527,-16.9,
11924,Aaron Fletcher,-3.705487167831257,-46.8,
11925,Michael Wacha,-3.853386718203584,-21.9,352.2
11926,Sean Guenther,-3.883012746889137,-51.9,
12055,Evan Marshall,-4.320672142174085,19.0,
12056,Wade LeBlanc,-4.660369394486545,-7.800000000000001,
12057,Cody Ponce,-4.712442747172325,-40.0,
12058,Austin Gomber,-4.718230107270244,-27.9,
12059,Reymin Guduan,-4.791951317171412,-25.9,
12060,Bryse Wilson,-4.965462295585533,-19.0,746.5
12061,Jose Leclerc,-5.0086800169387695,53.2,208.8
12062,Norge Ruiz,-5.038262791872873,-33.0,
12063,Casey Lawrence,-5.148900772381184,-31.0,
12064,Jefry Rodriguez,-5.224092004245698,-32.9,
12065,Jake Fishman,-5.287313341243788,-5.0,
12130,Nate Jones,-5.331997298917596,-26.799999999999997,
12195,Cole Sands,-5.422137836197072,-0.8999999999999986,
12196,Phillip Diehl,-5.432444939569212,-28.8,
12325,Hyeon-jong Yang,-5.59213239653832,-23.9,
12326,Tayler Saucedo,-5.596102688380385,-27.9,
12327,Wyatt Mills,-5.637736543201232,-44.0,
12328,Elvis Peguero,-5.73597005684276,-49.8,
12329,Jason Foley,-6.134333014237583,-26.799999999999997,
12330,Packy Naughton,-6.226355734138773,4.100000000000001,
12331,Gabe Speier,-6.294093957766715,-11.8,
12332,Justin Topa,-6.324222790242985,-31.9,
12333,Patrick Murphy,-6.3664499065294375,-29.799999999999997,
12334,Justin Grimm,-6.373548128970208,-29.0,
12399,Fernando Abad,-6.473924121912818,-20.8,
12400,Andrew Miller,-6.513490593112112,11.0,
12465,Tony Santillan,-6.5325737315607535,20.099999999999994,
12466,Dauri Moreta,-6.593175757609171,-5.799999999999997,
12467,Sam Clay,-6.672770347403109,-59.900000000000006,
12468,David Phelps,-6.828056498720233,38.2,
12533,Hoby Milner,-6.904886526208175,-14.799999999999997,
12598,Randy Dobnak,-6.9976407365734055,-37.9,
12599,Trent Thornton,-7.181558071059824,-40.8,
12600,Shaun Anderson,-7.34739919574093,-55.8,
12601,Yoshihisa Hirano,-7.367441431092768,0.10000000000000142,
12602,Jose Quintana,-7.391365700134054,2.0,333.8
12731,Konner Wade,-7.585929578025453,-36.9,
12732,Cristian Javier,-7.762166290813629,48.0,66.4
12733,Nick Neidert,-7.829976908720773,-7.9,
12734,Buck Farmer,-7.848637740892506,-15.799999999999997,990.0
12863,Taylor Widener,-7.9783983556572355,-28.799999999999997,
12928,Michael Feliz,-8.036756085256744,-31.0,
12993,Robbie Erlin,-8.100447270010692,-17.0,
12994,Luis Madero,-8.408158418583056,-30.0,
12995,Beau Burrows,-8.486089725791665,-33.8,
12996,Jordan Weems,-8.654983488928561,-32.9,
12997,Wade Davis,-8.770578165096598,-59.0,
12998,Aaron Sanchez,-8.798061987953982,-13.0,
13191,Tommy Hunter,-9.013215176226677,22.0,
13192,Hunter Strickland,-9.013215176226677,22.0,
13193,Robert Gsellman,-9.014227062038918,-32.8,
13388,Zack Burdi,-9.684962972418083,-29.9,
13389,David Hale,-9.757223084583893,-37.9,
13390,Julian Merryweather,-9.914296097911135,-27.799999999999997,
13519,Lewis Thorpe,-10.331311053635973,-20.9,
13648,Brooks Raley,-10.855501542522315,133.2,607.0
13841,Kevin Ginkel,-11.53347659812573,-32.8,584.5
13906,Ryne Harper,-11.714770720197198,-34.9,
13907,Trevor Williams,-12.303375472753157,8.099999999999994,713.0
13908,Eric Hanhold,-12.597131464606017,-17.9,
14037,Ben Rowen,-13.092070169094528,-10.9,
14038,Austin Pruitt,-13.336814120613873,-22.799999999999997,
14039,Hanser Alberto,-13.538938865074249,-11.9,716.0
14040,Anthony Swarzak,-13.634388617097168,-28.9,
14041,Paolo Espino,-13.714010208557667,16.099999999999994,879.0
14042,Robert Dugger,-14.113523741089804,-53.8,
14043,Sergio Romo,-15.458905776870479,37.2,
14044,Jose Ruiz,-15.686966428032605,19.19999999999999,
14045,Ryan Brasier,-15.943796436721504,11.099999999999994,
14046,Jose Quijada,-17.059420840308718,35.0,
14047,Joe Mantiply,-17.089664961458865,45.0,592.5
14816,Will Harris,-22.660896252830437,-0.8000000000000007,
17121,Steve Cishek,-38.887389393177834,-18.80000000000001,
